,0,1,2,3,4,5,6,7,8,9
0,0.9301741,1.117574,1.2900126,1.1486037,1.0605924,1.1748695,1.2047446,1.1759572,0.18468335,1.2333577
1,0.7481382,0.95853907,1.0761092,0.99273133,0.98133713,0.9775016,0.9100994,1.0319879,0.35187668,1.0126145
2,0.7864617,0.8448609,1.0431771,1.0977603,1.0134106,0.77599543,1.1440257,0.90327215,0.12967265,0.8953497
3,0.8310542,1.0825611,1.1706388,1.1328857,1.0683553,1.1142738,1.0831089,1.134961,0.27224535,1.0705202
4,0.7487231,0.9862843,1.143861,1.0923871,0.9888932,0.77097094,1.1031687,0.95673823,0.16791049,0.9336865
5,0.9657959,0.877811,1.1722476,1.172702,1.0290989,0.9018303,0.8978587,1.102104,0.5359922,1.0415313
6,0.90231466,1.0032476,1.190915,1.2408502,1.235993,0.9258667,1.0655128,1.064847,0.106980965,1.07123
7,0.7379632,0.82662916,1.0116363,1.1457616,1.0617191,0.7898699,1.0838196,1.0889722,0.0779023,1.0577333
8,0.84330475,0.90267974,1.0817717,1.1797373,1.144975,1.017875,1.1814926,0.9684977,0.18842763,1.1676762
9,0.85849655,1.1085963,1.2061634,1.1719353,1.1897986,0.91803956,1.1638113,1.1923,0.038002238,1.167654
10,0.7246356,1.0149188,1.2546396,1.3509595,1.1694226,0.8762642,0.96902114,1.1397352,0.2121962,1.2676659
11,0.8631573,1.044087,1.2174723,1.2082632,1.0261331,1.0307918,1.0004646,1.0936705,0.27967367,1.1724185
12,0.8470086,1.1248753,1.4042945,1.358953,1.1454401,0.9226406,1.0861045,1.0397804,0.16236046,1.1154397
13,0.8261715,0.9799795,1.2791001,1.3572886,1.0751312,0.89806056,1.0475976,1.0495288,0.21218094,1.1403692
14,0.6156435,0.9134283,0.96181047,1.0509601,0.92393684,0.84155804,1.043365,0.8161294,0.039376844,0.9046011
15,0.81892025,1.0624356,1.266448,1.2415612,1.2052222,1.1592777,1.0046037,1.1574073,0.3081513,1.3326035
16,0.93368566,1.0300899,1.3116717,1.3436067,1.2707167,0.9907551,1.0731057,1.0729363,0.173864,1.3128966
17,0.8059335,1.0488886,1.1464401,1.1564982,0.97542244,0.9129443,0.8636621,0.8620067,0.55065805,1.0162418
18,0.894977,1.173781,1.3149652,1.3524592,1.1298223,0.9018224,1.1424237,1.114526,0.13771936,1.1453116
19,0.9706216,1.0290027,1.1948605,1.4293854,1.2060125,0.93261397,1.2105434,1.156038,0.16265698,1.3368418
20,0.6694938,0.78553456,1.0965875,1.1511,0.9141195,0.8897852,1.0797795,0.8149462,0.0071636047,1.005999
21,1.0280215,0.8295751,1.1080806,0.9500377,0.93616927,0.7643054,1.1625177,1.0677916,0.06901442,1.069221
22,0.67188156,0.9069853,1.0712324,1.0994197,1.032146,0.8215446,1.0761677,1.0493162,0.07519706,0.942158
23,0.78231907,1.028347,1.1715577,1.0730307,1.0602868,0.7961066,1.1119286,1.0160885,0.14578407,1.0492656
24,0.92312956,1.1505837,1.4045331,1.3113608,1.2421854,1.0446091,1.1665472,1.0411571,0.24249087,1.2256143
25,1.0986708,1.1332326,1.2281164,1.2181914,1.0010507,1.159736,1.2968609,1.142006,0.14690651,1.1081927
26,0.75064605,0.9376409,1.0131776,1.014684,0.82683665,0.96528745,1.0479333,0.98627424,0.1492436,0.93870515
27,0.85582745,1.0984674,1.291029,1.1731623,1.0880766,0.9749581,1.0758469,1.0400667,0.15884887,1.1111839
28,0.7847026,0.8609983,1.1127663,1.2219324,1.063335,0.900022,1.1379702,1.0426183,0.16426146,1.1756716
29,0.78383994,0.9259813,1.1756425,1.0637411,1.0803521,0.7678392,1.111036,1.0301406,0.157792,0.99338734
30,0.8044126,0.90328735,1.1416824,1.0855923,0.91609764,0.7336134,1.1051931,0.96953404,0.14581765,0.93341315
31,0.73392385,0.90045416,0.9895683,1.2214222,1.033011,0.8663453,1.0353463,0.9957432,0.122866265,0.87723094
32,1.0481162,0.9942305,1.1910328,1.1986609,1.1195023,0.9730129,1.1206315,1.1864154,0.12087433,1.2412186
33,0.90281296,1.0959157,1.2361015,1.1929502,1.0862277,0.976372,1.3038504,1.0722446,0.14930937,1.0759012
34,0.8920993,1.0402747,1.3399479,1.1468532,1.2304354,1.0245193,1.0826693,1.1056765,0.30335575,1.2152383
35,0.82899,0.7187465,0.96985006,1.1449652,0.83021235,0.7066838,1.0744544,0.9378157,0.14854524,0.99481446
36,0.7902092,0.9540518,1.084487,1.074697,1.0485191,0.7822633,1.0275872,0.9673075,0.16816261,1.025975
37,0.77014863,1.0404024,1.2330523,1.1136684,1.1480002,1.136519,1.1321077,1.1815722,0.2800034,1.1750796
38,0.7562622,0.9014648,1.0882146,1.0223942,1.0370003,0.9493134,1.1336359,0.89719796,0.17397715,1.064906
39,0.8464515,0.8544708,1.241144,1.1702898,1.0401847,0.9658557,1.1827307,1.0334216,0.40493768,1.0702888
40,0.8086673,1.0496006,1.1182885,1.2327976,1.0902961,0.93551695,1.1357493,1.1377493,0.20746405,1.0364635
41,0.6718987,0.87262315,0.97972697,1.1019437,1.1014342,0.7549328,0.90357405,0.8575074,0.06257512,0.91353035
42,0.7029581,1.028021,1.0727915,1.1407162,0.8669374,0.74423015,1.12572,0.9876002,0.18377987,1.0128423
43,0.8531048,1.0705373,1.2856947,1.1070051,1.0495455,0.9089217,1.1871754,1.0977427,0.057986803,1.176182
44,0.53653777,0.888893,0.917545,1.0808225,0.9273205,0.77745414,0.86192036,0.92394054,0.110459425,0.9511869
45,0.78137004,1.0978438,1.3774631,1.2081941,1.2369211,0.98110294,0.98975825,1.0146397,0.13220903,1.2528558
46,0.63334996,0.91199017,1.1138189,1.2382971,0.94612217,0.85378194,1.1108085,0.87328315,0.20123073,1.0459154
47,1.0620303,0.8333967,0.97978985,0.8603994,1.0538927,0.7901977,1.1946387,0.9850429,0.0,1.1707137
48,0.8902978,0.9594475,1.1947852,1.0187141,1.0619873,1.1015027,1.1649861,1.1169453,0.18795115,1.1092169
49,0.6164103,0.920815,1.0372286,0.93473744,0.98466825,0.7185351,0.80150056,0.7939722,0.13046925,0.93979883
50,0.79118073,0.938544,1.1636982,1.0625869,0.9639398,0.9066571,0.98464596,0.8759057,0.16461399,1.085304
51,0.7691329,0.9886439,1.0826011,1.0511956,1.1072862,0.82427335,1.1337392,0.86539936,0.079828724,0.96110207
52,0.88304156,1.0315081,1.3331695,1.3790469,1.0637393,1.0015979,1.219744,1.1050733,0.15876567,1.0511227
53,0.9299676,1.0721897,1.1753354,1.099684,1.0070416,1.1013441,1.1566846,1.0629854,0.14317644,1.0497558
54,0.88640827,1.0056564,1.3251455,1.2477812,1.1526575,0.9060884,1.0530128,0.95608747,0.12801278,1.2475176
55,0.8329453,1.0949774,1.3307631,1.1443486,1.111495,1.0215424,1.0934573,1.0071514,0.31976408,1.1443858
56,0.85608673,1.0965965,1.2590069,1.2113819,1.0930433,0.9926571,1.0482829,1.1522112,0.12477027,1.2158315
57,0.8307129,1.1303523,1.2251649,1.2919791,1.0966818,0.9985021,0.9565896,1.265053,0.1597687,1.2031704
58,0.80376256,0.9725889,1.3450553,1.290318,1.1391426,0.82485867,1.1620259,1.1122427,0.17067444,1.1608043
59,0.7054423,0.9696123,1.2258874,1.2880274,0.972676,0.87560534,1.1556078,0.99997294,0.16423284,1.1487786
60,0.5935564,0.93288636,0.96265954,1.0554228,0.9669888,0.69962066,0.93715554,0.8140904,0.1610077,0.9159163
61,0.9447989,0.9827663,1.2570041,1.2441807,1.2062664,0.9454926,0.9502255,1.0436532,0.12312132,1.1894035
62,0.7476773,0.9635302,1.1158704,1.1329567,1.2021904,0.90346795,1.1321235,1.0324897,0.36793387,1.126183
63,0.813548,1.1267328,1.1270154,0.93809545,1.0392752,0.811445,1.1523287,1.0554507,0.57310504,1.0773998
64,0.72926724,1.0194824,1.0238475,1.1177132,1.0816205,0.78724575,0.96558297,0.98745614,0.18786217,0.99427855
65,0.7605503,1.0298643,1.0840458,1.1184462,1.0703561,0.94235545,1.1147715,0.9803412,0.17381278,0.9938747
